PROVINCIE;GEMEENTENUMMER;GEMEENTENAAM;SOORT INSTELLING;TYPE HOGER ONDERWIJS;BRIN NUMMER ACTUEEL;INSTELLINGSNAAM ACTUEEL;CROHO ONDERDEEL;CROHO SUBONDERDEEL;OPLEIDINGSCODE ACTUEEL;OPLEIDINGSNAAM ACTUEEL;OPLEIDINGSVORM;GESLACHT;2015;2016;2017;2018;2019
Zuid-Holland;0518;'s-Gravenhage;reguliere inst.;bachelor;23KJ;Hogeschool der Kunsten Den Haag;taal en cultuur;opleidingen op het gebied van de kunst;39111;B Vormgeving;deeltijd onderwijs;man;16;12;11;11;11
Zuid-Holland;0518;'s-Gravenhage;reguliere inst.;bachelor;23KJ;Hogeschool der Kunsten Den Haag;taal en cultuur;opleidingen op het gebied van de kunst;39111;B Vormgeving;deeltijd onderwijs;vrouw;27;24;22;25;24
Zuid-Holland;0518;'s-Gravenhage;reguliere inst.;bachelor;23KJ;Hogeschool der Kunsten Den Haag;taal en cultuur;opleidingen op het gebied van de kunst;39111;B Vormgeving;voltijd onderwijs;man;151;144;158;174;167
Zuid-Holland;0518;'s-Gravenhage;reguliere inst.;bachelor;23KJ;Hogeschool der Kunsten Den Haag;taal en cultuur;opleidingen op het gebied van de kunst;39111;B Vormgeving;voltijd onderwijs;vrouw;372;347;359;360;350
Zuid-Holland;0518;'s-Gravenhage;reguliere inst.;bachelor;27PZ;Hogeschool INHOLLAND;economie;n.v.t. (economie);34145;B Business Studies;deeltijd onderwijs;man;13;6;0;0;0
Zuid-Holland;0518;'s-Gravenhage;reguliere inst.;bachelor;27PZ;Hogeschool INHOLLAND;economie;n.v.t. (economie);34145;B Business Studies;deeltijd onderwijs;vrouw;7;3;0;0;0
Zuid-Holland;0518;'s-Gravenhage;reguliere inst.;bachelor;27PZ;Hogeschool INHOLLAND;economie;n.v.t. (economie);34145;B Business Studies;voltijd onderwijs;man;208;186;188;145;151
Zuid-Holland;0518;'s-Gravenhage;reguliere inst.;bachelor;27PZ;Hogeschool INHOLLAND;economie;n.v.t. (economie);34145;B Business Studies;voltijd onderwijs;vrouw;99;95;90;76;75
Zuid-Holland;0518;'s-Gravenhage;reguliere inst.;bachelor;27PZ;Hogeschool INHOLLAND;economie;n.v.t. (economie);34405;B Communicatie;voltijd onderwijs;man;77;54;45;36;29
Zuid-Holland;0518;'s-Gravenhage;reguliere inst.;bachelor;27PZ;Hogeschool INHOLLAND;economie;n.v.t. (economie);34405;B Communicatie;voltijd onderwijs;vrouw;204;175;146;119;103
Zuid-Holland;0518;'s-Gravenhage;reguliere inst.;bachelor;27PZ;Hogeschool INHOLLAND;economie;n.v.t. (economie);35516;B Creative Business;voltijd onderwijs;man;265;275;265;266;342
Zuid-Holland;0518;'s-Gravenhage;reguliere inst.;bachelor;27PZ;Hogeschool INHOLLAND;economie;n.v.t. (economie);35516;B Creative Business;voltijd onderwijs;vrouw;429;408;464;532;632
Zuid-Holland;0518;'s-Gravenhage;reguliere inst.;bachelor;27PZ;Hogeschool INHOLLAND;economie;n.v.t. (economie);39118;B Business IT & Management;deeltijd onderwijs;man;2;0;0;0;0
Zuid-Holland;0518;'s-Gravenhage;reguliere inst.;bachelor;27PZ;Hogeschool INHOLLAND;economie;n.v.t. (economie);39118;B Business IT & Management;voltijd onderwijs;man;3;0;0;0;0
Zuid-Holland;0518;'s-Gravenhage;reguliere inst.;bachelor;27PZ;Hogeschool INHOLLAND;economie;n.v.t. (economie);81000;B Small Business and Retail Management (open bestel);deeltijd onderwijs;man;17;9;7;0;0
Zuid-Holland;0518;'s-Gravenhage;reguliere inst.;bachelor;27PZ;Hogeschool INHOLLAND;economie;n.v.t. (economie);81000;B Small Business and Retail Management (open bestel);deeltijd onderwijs;vrouw;2;2;1;0;0
Zuid-Holland;0518;'s-Gravenhage;reguliere inst.;bachelor;27PZ;Hogeschool INHOLLAND;economie;n.v.t. (economie);81000;B Small Business and Retail Management (open bestel);duaal onderwijs;man;4;3;1;0;0
Zuid-Holland;0518;'s-Gravenhage;reguliere inst.;bachelor;27PZ;Hogeschool INHOLLAND;economie;n.v.t. (economie);81000;B Small Business and Retail Management (open bestel);duaal onderwijs;vrouw;2;1;0;0;0
Zuid-Holland;0518;'s-Gravenhage;reguliere inst.;bachelor;27PZ;Hogeschool INHOLLAND;economie;n.v.t. (economie);81000;B Small Business and Retail Management (open bestel);voltijd onderwijs;man;21;13;5;0;0
Zuid-Holland;0518;'s-Gravenhage;reguliere inst.;bachelor;27PZ;Hogeschool INHOLLAND;economie;n.v.t. (economie);81000;B Small Business and Retail Management (open bestel);voltijd onderwijs;vrouw;7;3;1;0;0
Zuid-Holland;0518;'s-Gravenhage;reguliere inst.;bachelor;27PZ;Hogeschool INHOLLAND;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);34116;B Social Work;deeltijd onderwijs;man;1;0;7;10;14
Zuid-Holland;0518;'s-Gravenhage;reguliere inst.;bachelor;27PZ;Hogeschool INHOLLAND;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);34116;B Social Work;deeltijd onderwijs;vrouw;1;1;22;36;48
Zuid-Holland;0518;'s-Gravenhage;reguliere inst.;bachelor;27PZ;Hogeschool INHOLLAND;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);34116;B Social Work;voltijd onderwijs;man;65;57;59;72;78
Zuid-Holland;0518;'s-Gravenhage;reguliere inst.;bachelor;27PZ;Hogeschool INHOLLAND;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);34116;B Social Work;voltijd onderwijs;vrouw;266;232;226;214;269
Zuid-Holland;0518;'s-Gravenhage;reguliere inst.;bachelor;27PZ;Hogeschool INHOLLAND;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);34641;B Sociaal-Juridische Dienstverlening;deeltijd onderwijs;man;3;3;1;1;8
Zuid-Holland;0518;'s-Gravenhage;reguliere inst.;bachelor;27PZ;Hogeschool INHOLLAND;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);34641;B Sociaal-Juridische Dienstverlening;deeltijd onderwijs;vrouw;9;4;1;1;8
Zuid-Holland;0518;'s-Gravenhage;reguliere inst.;bachelor;27PZ;Hogeschool INHOLLAND;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);34641;B Sociaal-Juridische Dienstverlening;voltijd onderwijs;man;33;24;18;20;20
Zuid-Holland;0518;'s-Gravenhage;reguliere inst.;bachelor;27PZ;Hogeschool INHOLLAND;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);34641;B Sociaal-Juridische Dienstverlening;voltijd onderwijs;vrouw;138;126;116;95;96
Zuid-Holland;0518;'s-Gravenhage;reguliere inst.;bachelor;27PZ;Hogeschool INHOLLAND;onderwijs;leraar basisonderwijs;34808;B Opleiding tot leraar Basisonderwijs;deeltijd onderwijs;man;59;56;59;56;70
Zuid-Holland;0518;'s-Gravenhage;reguliere inst.;bachelor;27PZ;Hogeschool INHOLLAND;onderwijs;leraar basisonderwijs;34808;B Opleiding tot leraar Basisonderwijs;deeltijd onderwijs;vrouw;308;277;282;308;304
Zuid-Holland;0518;'s-Gravenhage;reguliere inst.;bachelor;27PZ;Hogeschool INHOLLAND;onderwijs;leraar basisonderwijs;34808;B Opleiding tot leraar Basisonderwijs;duaal onderwijs;man;0;0;0;12;12
Zuid-Holland;0518;'s-Gravenhage;reguliere inst.;bachelor;27PZ;Hogeschool INHOLLAND;onderwijs;leraar basisonderwijs;34808;B Opleiding tot leraar Basisonderwijs;duaal onderwijs;vrouw;0;0;0;11;28
Zuid-Holland;0518;'s-Gravenhage;reguliere inst.;bachelor;27PZ;Hogeschool INHOLLAND;onderwijs;leraar basisonderwijs;34808;B Opleiding tot leraar Basisonderwijs;voltijd onderwijs;man;24;22;23;27;33
Zuid-Holland;0518;'s-Gravenhage;reguliere inst.;bachelor;27PZ;Hogeschool INHOLLAND;onderwijs;leraar basisonderwijs;34808;B Opleiding tot leraar Basisonderwijs;voltijd onderwijs;vrouw;122;99;85;87;92
Zuid-Holland;0518;'s-Gravenhage;reguliere inst.;bachelor;27UM;De Haagse Hogeschool;economie;n.v.t. (economie);30029;B International Business;voltijd onderwijs;man;722;744;760;797;891
Zuid-Holland;0518;'s-Gravenhage;reguliere inst.;bachelor;27UM;De Haagse Hogeschool;economie;n.v.t. (economie);30029;B International Business;voltijd onderwijs;vrouw;489;527;537;557;627
Zuid-Holland;0518;'s-Gravenhage;reguliere inst.;bachelor;27UM;De Haagse Hogeschool;economie;n.v.t. (economie);34035;B Bedrijfskunde;deeltijd onderwijs;man;93;90;72;76;73
Zuid-Holland;0518;'s-Gravenhage;reguliere inst.;bachelor;27UM;De Haagse Hogeschool;economie;n.v.t. (economie);34035;B Bedrijfskunde;deeltijd onderwijs;vrouw;78;63;54;40;48
Zuid-Holland;0518;'s-Gravenhage;reguliere inst.;bachelor;27UM;De Haagse Hogeschool;economie;n.v.t. (economie);34035;B Bedrijfskunde;voltijd onderwijs;man;335;319;356;397;437
Zuid-Holland;0518;'s-Gravenhage;reguliere inst.;bachelor;27UM;De Haagse Hogeschool;economie;n.v.t. (economie);34035;B Bedrijfskunde;voltijd onderwijs;vrouw;224;218;224;241;231
Zuid-Holland;0518;'s-Gravenhage;reguliere inst.;bachelor;27UM;De Haagse Hogeschool;economie;n.v.t. (economie);34402;B Commerciele Economie;deeltijd onderwijs;man;110;102;94;76;83
Zuid-Holland;0518;'s-Gravenhage;reguliere inst.;bachelor;27UM;De Haagse Hogeschool;economie;n.v.t. (economie);34402;B Commerciele Economie;deeltijd onderwijs;vrouw;43;42;40;29;26
Zuid-Holland;0518;'s-Gravenhage;reguliere inst.;bachelor;27UM;De Haagse Hogeschool;economie;n.v.t. (economie);34402;B Commerciele Economie;voltijd onderwijs;man;604;557;543;520;478
Zuid-Holland;0518;'s-Gravenhage;reguliere inst.;bachelor;27UM;De Haagse Hogeschool;economie;n.v.t. (economie);34402;B Commerciele Economie;voltijd onderwijs;vrouw;280;268;260;240;220
Zuid-Holland;0518;'s-Gravenhage;reguliere inst.;bachelor;27UM;De Haagse Hogeschool;economie;n.v.t. (economie);34405;B Communicatie;deeltijd onderwijs;man;29;24;15;11;7
Zuid-Holland;0518;'s-Gravenhage;reguliere inst.;bachelor;27UM;De Haagse Hogeschool;economie;n.v.t. (economie);34405;B Communicatie;deeltijd onderwijs;vrouw;48;47;36;20;7
Zuid-Holland;0518;'s-Gravenhage;reguliere inst.;bachelor;27UM;De Haagse Hogeschool;economie;n.v.t. (economie);34405;B Communicatie;voltijd onderwijs;man;212;197;203;176;158
Zuid-Holland;0518;'s-Gravenhage;reguliere inst.;bachelor;27UM;De Haagse Hogeschool;economie;n.v.t. (economie);34405;B Communicatie;voltijd onderwijs;vrouw;544;570;565;508;483
Zuid-Holland;0518;'s-Gravenhage;reguliere inst.;bachelor;27UM;De Haagse Hogeschool;economie;n.v.t. (economie);34406;B Accountancy;voltijd onderwijs;man;384;383;357;323;286
Zuid-Holland;0518;'s-Gravenhage;reguliere inst.;bachelor;27UM;De Haagse Hogeschool;economie;n.v.t. (economie);34406;B Accountancy;voltijd onderwijs;vrouw;160;163;124;135;139
Zuid-Holland;0518;'s-Gravenhage;reguliere inst.;bachelor;27UM;De Haagse Hogeschool;economie;n.v.t. (economie);34419;B European Studies;voltijd onderwijs;man;414;406;378;372;400
Zuid-Holland;0518;'s-Gravenhage;reguliere inst.;bachelor;27UM;De Haagse Hogeschool;economie;n.v.t. (economie);34419;B European Studies;voltijd onderwijs;vrouw;1001;1008;945;852;758
Zuid-Holland;0518;'s-Gravenhage;reguliere inst.;bachelor;27UM;De Haagse Hogeschool;economie;n.v.t. (economie);34464;B Bestuurskunde/Overheidsmanagement;deeltijd onderwijs;man;33;41;34;22;19
Zuid-Holland;0518;'s-Gravenhage;reguliere inst.;bachelor;27UM;De Haagse Hogeschool;economie;n.v.t. (economie);34464;B Bestuurskunde/Overheidsmanagement;deeltijd onderwijs;vrouw;14;16;11;7;7
Zuid-Holland;0518;'s-Gravenhage;reguliere inst.;bachelor;27UM;De Haagse Hogeschool;economie;n.v.t. (economie);34464;B Bestuurskunde/Overheidsmanagement;duaal onderwijs;man;178;162;181;184;194
Zuid-Holland;0518;'s-Gravenhage;reguliere inst.;bachelor;27UM;De Haagse Hogeschool;economie;n.v.t. (economie);34464;B Bestuurskunde/Overheidsmanagement;duaal onderwijs;vrouw;131;134;149;146;162
Zuid-Holland;0518;'s-Gravenhage;reguliere inst.;bachelor;27UM;De Haagse Hogeschool;economie;n.v.t. (economie);34464;B Bestuurskunde/Overheidsmanagement;voltijd onderwijs;man;116;110;107;105;125
Zuid-Holland;0518;'s-Gravenhage;reguliere inst.;bachelor;27UM;De Haagse Hogeschool;economie;n.v.t. (economie);34464;B Bestuurskunde/Overheidsmanagement;voltijd onderwijs;vrouw;110;107;126;133;156
Zuid-Holland;0518;'s-Gravenhage;reguliere inst.;bachelor;27UM;De Haagse Hogeschool;economie;n.v.t. (economie);34500;B Facility Management;deeltijd onderwijs;man;47;47;52;47;50
Zuid-Holland;0518;'s-Gravenhage;reguliere inst.;bachelor;27UM;De Haagse Hogeschool;economie;n.v.t. (economie);34500;B Facility Management;deeltijd onderwijs;vrouw;23;22;26;26;32
Zuid-Holland;0518;'s-Gravenhage;reguliere inst.;bachelor;27UM;De Haagse Hogeschool;economie;n.v.t. (economie);34500;B Facility Management;voltijd onderwijs;man;334;315;278;265;228
Zuid-Holland;0518;'s-Gravenhage;reguliere inst.;bachelor;27UM;De Haagse Hogeschool;economie;n.v.t. (economie);34500;B Facility Management;voltijd onderwijs;vrouw;469;423;395;375;344
Zuid-Holland;0518;'s-Gravenhage;reguliere inst.;bachelor;27UM;De Haagse Hogeschool;economie;n.v.t. (economie);34609;B Human Resource Management;deeltijd onderwijs;man;29;25;23;18;22
Zuid-Holland;0518;'s-Gravenhage;reguliere inst.;bachelor;27UM;De Haagse Hogeschool;economie;n.v.t. (economie);34609;B Human Resource Management;deeltijd onderwijs;vrouw;85;85;77;72;70
Zuid-Holland;0518;'s-Gravenhage;reguliere inst.;bachelor;27UM;De Haagse Hogeschool;economie;n.v.t. (economie);34609;B Human Resource Management;voltijd onderwijs;man;178;204;225;211;219
Zuid-Holland;0518;'s-Gravenhage;reguliere inst.;bachelor;27UM;De Haagse Hogeschool;economie;n.v.t. (economie);34609;B Human Resource Management;voltijd onderwijs;vrouw;342;374;425;399;376
Zuid-Holland;0518;'s-Gravenhage;reguliere inst.;bachelor;27UM;De Haagse Hogeschool;economie;n.v.t. (economie);35520;B Finance & Control;deeltijd onderwijs;man;68;66;69;64;64
Zuid-Holland;0518;'s-Gravenhage;reguliere inst.;bachelor;27UM;De Haagse Hogeschool;economie;n.v.t. (economie);35520;B Finance & Control;deeltijd onderwijs;vrouw;28;38;37;39;39
Zuid-Holland;0518;'s-Gravenhage;reguliere inst.;bachelor;27UM;De Haagse Hogeschool;economie;n.v.t. (economie);35520;B Finance & Control;voltijd onderwijs;man;612;634;612;570;560
Zuid-Holland;0518;'s-Gravenhage;reguliere inst.;bachelor;27UM;De Haagse Hogeschool;economie;n.v.t. (economie);35520;B Finance & Control;voltijd onderwijs;vrouw;232;247;250;238;257
Zuid-Holland;0518;'s-Gravenhage;reguliere inst.;bachelor;27UM;De Haagse Hogeschool;economie;n.v.t. (economie);35523;B Ondernemerschap & Retail Management;voltijd onderwijs;man;476;491;523;563;551
Zuid-Holland;0518;'s-Gravenhage;reguliere inst.;bachelor;27UM;De Haagse Hogeschool;economie;n.v.t. (economie);35523;B Ondernemerschap & Retail Management;voltijd onderwijs;vrouw;206;202;215;190;189
Zuid-Holland;0518;'s-Gravenhage;reguliere inst.;bachelor;27UM;De Haagse Hogeschool;economie;n.v.t. (economie);39205;B HBO - Rechten;deeltijd onderwijs;man;37;36;39;35;42
Zuid-Holland;0518;'s-Gravenhage;reguliere inst.;bachelor;27UM;De Haagse Hogeschool;economie;n.v.t. (economie);39205;B HBO - Rechten;deeltijd onderwijs;vrouw;48;48;56;60;74
Zuid-Holland;0518;'s-Gravenhage;reguliere inst.;bachelor;27UM;De Haagse Hogeschool;economie;n.v.t. (economie);39205;B HBO - Rechten;duaal onderwijs;man;319;305;277;295;249
Zuid-Holland;0518;'s-Gravenhage;reguliere inst.;bachelor;27UM;De Haagse Hogeschool;economie;n.v.t. (economie);39205;B HBO - Rechten;duaal onderwijs;vrouw;721;720;728;709;633
Zuid-Holland;0518;'s-Gravenhage;reguliere inst.;bachelor;27UM;De Haagse Hogeschool;economie;n.v.t. (economie);39205;B HBO - Rechten;voltijd onderwijs;man;267;301;313;342;349
Zuid-Holland;0518;'s-Gravenhage;reguliere inst.;bachelor;27UM;De Haagse Hogeschool;economie;n.v.t. (economie);39205;B HBO - Rechten;voltijd onderwijs;vrouw;545;615;706;757;802
Zuid-Holland;0518;'s-Gravenhage;reguliere inst.;bachelor;27UM;De Haagse Hogeschool;economie;n.v.t. (economie);39268;B Integrale Veiligheidskunde;deeltijd onderwijs;man;56;59;71;77;76
Zuid-Holland;0518;'s-Gravenhage;reguliere inst.;bachelor;27UM;De Haagse Hogeschool;economie;n.v.t. (economie);39268;B Integrale Veiligheidskunde;deeltijd onderwijs;vrouw;14;16;19;16;17
Zuid-Holland;0518;'s-Gravenhage;reguliere inst.;bachelor;27UM;De Haagse Hogeschool;economie;n.v.t. (economie);39268;B Integrale Veiligheidskunde;duaal onderwijs;man;332;319;307;317;333
Zuid-Holland;0518;'s-Gravenhage;reguliere inst.;bachelor;27UM;De Haagse Hogeschool;economie;n.v.t. (economie);39268;B Integrale Veiligheidskunde;duaal onderwijs;vrouw;140;150;148;181;202
Zuid-Holland;0518;'s-Gravenhage;reguliere inst.;bachelor;27UM;De Haagse Hogeschool;economie;n.v.t. (economie);39268;B Integrale Veiligheidskunde;voltijd onderwijs;man;141;185;188;213;249
Zuid-Holland;0518;'s-Gravenhage;reguliere inst.;bachelor;27UM;De Haagse Hogeschool;economie;n.v.t. (economie);39268;B Integrale Veiligheidskunde;voltijd onderwijs;vrouw;58;82;95;146;184
Zuid-Holland;0518;'s-Gravenhage;reguliere inst.;bachelor;27UM;De Haagse Hogeschool;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);34040;B Sportkunde;voltijd onderwijs;man;347;332;345;402;433
Zuid-Holland;0518;'s-Gravenhage;reguliere inst.;bachelor;27UM;De Haagse Hogeschool;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);34040;B Sportkunde;voltijd onderwijs;vrouw;110;101;109;125;148
Zuid-Holland;0518;'s-Gravenhage;reguliere inst.;bachelor;27UM;De Haagse Hogeschool;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);34116;B Social Work;deeltijd onderwijs;man;75;72;74;72;71
Zuid-Holland;0518;'s-Gravenhage;reguliere inst.;bachelor;27UM;De Haagse Hogeschool;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);34116;B Social Work;deeltijd onderwijs;vrouw;151;134;146;134;124
Zuid-Holland;0518;'s-Gravenhage;reguliere inst.;bachelor;27UM;De Haagse Hogeschool;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);34116;B Social Work;duaal onderwijs;man;24;29;43;45;41
Zuid-Holland;0518;'s-Gravenhage;reguliere inst.;bachelor;27UM;De Haagse Hogeschool;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);34116;B Social Work;duaal onderwijs;vrouw;99;84;93;90;103
Zuid-Holland;0518;'s-Gravenhage;reguliere inst.;bachelor;27UM;De Haagse Hogeschool;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);34116;B Social Work;voltijd onderwijs;man;248;217;204;191;171
Zuid-Holland;0518;'s-Gravenhage;reguliere inst.;bachelor;27UM;De Haagse Hogeschool;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);34116;B Social Work;voltijd onderwijs;vrouw;1297;1166;1045;850;740
Zuid-Holland;0518;'s-Gravenhage;reguliere inst.;bachelor;27UM;De Haagse Hogeschool;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);35158;B Pedagogiek;deeltijd onderwijs;man;1;0;0;0;0
Zuid-Holland;0518;'s-Gravenhage;reguliere inst.;bachelor;27UM;De Haagse Hogeschool;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);35158;B Pedagogiek;deeltijd onderwijs;vrouw;14;0;0;0;0
Zuid-Holland;0518;'s-Gravenhage;reguliere inst.;bachelor;27UM;De Haagse Hogeschool;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);35158;B Pedagogiek;voltijd onderwijs;man;19;23;25;28;32
Zuid-Holland;0518;'s-Gravenhage;reguliere inst.;bachelor;27UM;De Haagse Hogeschool;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);35158;B Pedagogiek;voltijd onderwijs;vrouw;385;421;511;587;637
Zuid-Holland;0518;'s-Gravenhage;reguliere inst.;bachelor;27UM;De Haagse Hogeschool;gezondheidszorg;n.v.t. (gezondheidszorg);34091;B Huidtherapie;deeltijd onderwijs;man;0;0;0;0;1
Zuid-Holland;0518;'s-Gravenhage;reguliere inst.;bachelor;27UM;De Haagse Hogeschool;gezondheidszorg;n.v.t. (gezondheidszorg);34091;B Huidtherapie;deeltijd onderwijs;vrouw;0;0;0;0;42
Zuid-Holland;0518;'s-Gravenhage;reguliere inst.;bachelor;27UM;De Haagse Hogeschool;gezondheidszorg;n.v.t. (gezondheidszorg);34091;B Huidtherapie;voltijd onderwijs;man;3;6;3;4;4
Zuid-Holland;0518;'s-Gravenhage;reguliere inst.;bachelor;27UM;De Haagse Hogeschool;gezondheidszorg;n.v.t. (gezondheidszorg);34091;B Huidtherapie;voltijd onderwijs;vrouw;389;425;442;476;487
Zuid-Holland;0518;'s-Gravenhage;reguliere inst.;bachelor;27UM;De Haagse Hogeschool;gezondheidszorg;n.v.t. (gezondheidszorg);34538;B Management in de Zorg;deeltijd onderwijs;man;3;2;0;0;0
Zuid-Holland;0518;'s-Gravenhage;reguliere inst.;bachelor;27UM;De Haagse Hogeschool;gezondheidszorg;n.v.t. (gezondheidszorg);34538;B Management in de Zorg;duaal onderwijs;man;5;5;0;0;0
Zuid-Holland;0518;'s-Gravenhage;reguliere inst.;bachelor;27UM;De Haagse Hogeschool;gezondheidszorg;n.v.t. (gezondheidszorg);34538;B Management in de Zorg;duaal onderwijs;vrouw;31;21;0;0;0
Zuid-Holland;0518;'s-Gravenhage;reguliere inst.;bachelor;27UM;De Haagse Hogeschool;gezondheidszorg;n.v.t. (gezondheidszorg);34560;B Opleiding tot Verpleegkundige;deeltijd onderwijs;man;8;12;10;12;14
Zuid-Holland;0518;'s-Gravenhage;reguliere inst.;bachelor;27UM;De Haagse Hogeschool;gezondheidszorg;n.v.t. (gezondheidszorg);34560;B Opleiding tot Verpleegkundige;deeltijd onderwijs;vrouw;44;39;61;64;62
Zuid-Holland;0518;'s-Gravenhage;reguliere inst.;bachelor;27UM;De Haagse Hogeschool;gezondheidszorg;n.v.t. (gezondheidszorg);34560;B Opleiding tot Verpleegkundige;duaal onderwijs;man;15;17;38;47;41
Zuid-Holland;0518;'s-Gravenhage;reguliere inst.;bachelor;27UM;De Haagse Hogeschool;gezondheidszorg;n.v.t. (gezondheidszorg);34560;B Opleiding tot Verpleegkundige;duaal onderwijs;vrouw;152;164;207;232;233
Zuid-Holland;0518;'s-Gravenhage;reguliere inst.;bachelor;27UM;De Haagse Hogeschool;gezondheidszorg;n.v.t. (gezondheidszorg);34560;B Opleiding tot Verpleegkundige;voltijd onderwijs;man;48;44;51;55;49
Zuid-Holland;0518;'s-Gravenhage;reguliere inst.;bachelor;27UM;De Haagse Hogeschool;gezondheidszorg;n.v.t. (gezondheidszorg);34560;B Opleiding tot Verpleegkundige;voltijd onderwijs;vrouw;389;383;384;433;365
Zuid-Holland;0518;'s-Gravenhage;reguliere inst.;bachelor;27UM;De Haagse Hogeschool;gezondheidszorg;n.v.t. (gezondheidszorg);34579;B Voeding en Dietetiek;deeltijd onderwijs;man;20;29;25;28;20
Zuid-Holland;0518;'s-Gravenhage;reguliere inst.;bachelor;27UM;De Haagse Hogeschool;gezondheidszorg;n.v.t. (gezondheidszorg);34579;B Voeding en Dietetiek;deeltijd onderwijs;vrouw;146;161;153;132;141
Zuid-Holland;0518;'s-Gravenhage;reguliere inst.;bachelor;27UM;De Haagse Hogeschool;gezondheidszorg;n.v.t. (gezondheidszorg);34579;B Voeding en Dietetiek;voltijd onderwijs;man;120;116;132;113;133
Zuid-Holland;0518;'s-Gravenhage;reguliere inst.;bachelor;27UM;De Haagse Hogeschool;gezondheidszorg;n.v.t. (gezondheidszorg);34579;B Voeding en Dietetiek;voltijd onderwijs;vrouw;744;647;630;618;583
Zuid-Holland;0518;'s-Gravenhage;reguliere inst.;bachelor;27UM;De Haagse Hogeschool;onderwijs;leraar basisonderwijs;34808;B Opleiding tot leraar Basisonderwijs;deeltijd onderwijs;man;34;41;45;44;31
Zuid-Holland;0518;'s-Gravenhage;reguliere inst.;bachelor;27UM;De Haagse Hogeschool;onderwijs;leraar basisonderwijs;34808;B Opleiding tot leraar Basisonderwijs;deeltijd onderwijs;vrouw;87;91;104;103;104
Zuid-Holland;0518;'s-Gravenhage;reguliere inst.;bachelor;27UM;De Haagse Hogeschool;onderwijs;leraar basisonderwijs;34808;B Opleiding tot leraar Basisonderwijs;voltijd onderwijs;man;91;84;88;76;71
Zuid-Holland;0518;'s-Gravenhage;reguliere inst.;bachelor;27UM;De Haagse Hogeschool;onderwijs;leraar basisonderwijs;34808;B Opleiding tot leraar Basisonderwijs;voltijd onderwijs;vrouw;415;355;290;282;251
Zuid-Holland;0518;'s-Gravenhage;reguliere inst.;bachelor;27UM;De Haagse Hogeschool;onderwijs;n.v.t. (onderwijs);35025;B Opleiding tot Leraar van de eerste graad in Lichamelijke Opvoeding;voltijd onderwijs;man;517;524;565;582;604
Zuid-Holland;0518;'s-Gravenhage;reguliere inst.;bachelor;27UM;De Haagse Hogeschool;onderwijs;n.v.t. (onderwijs);35025;B Opleiding tot Leraar van de eerste graad in Lichamelijke Opvoeding;voltijd onderwijs;vrouw;204;209;234;237;259
Zuid-Holland;0518;'s-Gravenhage;reguliere inst.;bachelor;27UM;De Haagse Hogeschool;techniek;n.v.t. (techniek);30020;B HBO-ICT;deeltijd onderwijs;man;189;138;142;129;136
Zuid-Holland;0518;'s-Gravenhage;reguliere inst.;bachelor;27UM;De Haagse Hogeschool;techniek;n.v.t. (techniek);30020;B HBO-ICT;deeltijd onderwijs;vrouw;28;21;13;17;16
Zuid-Holland;0518;'s-Gravenhage;reguliere inst.;bachelor;27UM;De Haagse Hogeschool;techniek;n.v.t. (techniek);30020;B HBO-ICT;voltijd onderwijs;man;769;765;866;865;826
Zuid-Holland;0518;'s-Gravenhage;reguliere inst.;bachelor;27UM;De Haagse Hogeschool;techniek;n.v.t. (techniek);30020;B HBO-ICT;voltijd onderwijs;vrouw;82;83;80;86;91
Zuid-Holland;0518;'s-Gravenhage;reguliere inst.;bachelor;27UM;De Haagse Hogeschool;techniek;n.v.t. (techniek);30038;B Ruimtelijke Ontwikkeling;voltijd onderwijs;man;129;143;161;150;150
Zuid-Holland;0518;'s-Gravenhage;reguliere inst.;bachelor;27UM;De Haagse Hogeschool;techniek;n.v.t. (techniek);30038;B Ruimtelijke Ontwikkeling;voltijd onderwijs;vrouw;39;55;62;68;74
Zuid-Holland;0518;'s-Gravenhage;reguliere inst.;bachelor;27UM;De Haagse Hogeschool;techniek;n.v.t. (techniek);30039;B Mens en Techniek;voltijd onderwijs;man;257;267;250;217;221
Zuid-Holland;0518;'s-Gravenhage;reguliere inst.;bachelor;27UM;De Haagse Hogeschool;techniek;n.v.t. (techniek);30039;B Mens en Techniek;voltijd onderwijs;vrouw;177;185;172;175;147
