PROVINCIE;GEMEENTENUMMER;GEMEENTENAAM;SOORT INSTELLING;TYPE HOGER ONDERWIJS;BRIN NUMMER ACTUEEL;INSTELLINGSNAAM ACTUEEL;CROHO ONDERDEEL;CROHO SUBONDERDEEL;OPLEIDINGSCODE ACTUEEL;OPLEIDINGSNAAM ACTUEEL;OPLEIDINGSVORM;GESLACHT;2015;2016;2017;2018;2019
Gelderland;0228;Ede;reguliere inst.;bachelor;25BA;Christelijke Hogeschool Ede;economie;n.v.t. (economie);34609;B Human Resource Management;deeltijd onderwijs;vrouw;0;0;0;7;19
Gelderland;0228;Ede;reguliere inst.;bachelor;25BA;Christelijke Hogeschool Ede;economie;n.v.t. (economie);34609;B Human Resource Management;voltijd onderwijs;man;79;74;70;69;68
Gelderland;0228;Ede;reguliere inst.;bachelor;25BA;Christelijke Hogeschool Ede;economie;n.v.t. (economie);34609;B Human Resource Management;voltijd onderwijs;vrouw;133;127;129;127;131
Gelderland;0228;Ede;reguliere inst.;bachelor;25BA;Christelijke Hogeschool Ede;economie;n.v.t. (economie);34686;B Journalistiek;voltijd onderwijs;man;103;111;103;112;122
Gelderland;0228;Ede;reguliere inst.;bachelor;25BA;Christelijke Hogeschool Ede;economie;n.v.t. (economie);34686;B Journalistiek;voltijd onderwijs;vrouw;133;125;130;158;174
Gelderland;0228;Ede;reguliere inst.;bachelor;25BA;Christelijke Hogeschool Ede;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);34116;B Social Work;deeltijd onderwijs;man;46;66;52;60;72
Gelderland;0228;Ede;reguliere inst.;bachelor;25BA;Christelijke Hogeschool Ede;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);34116;B Social Work;deeltijd onderwijs;vrouw;127;144;165;195;246
Gelderland;0228;Ede;reguliere inst.;bachelor;25BA;Christelijke Hogeschool Ede;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);34116;B Social Work;duaal onderwijs;man;5;7;8;6;4
Gelderland;0228;Ede;reguliere inst.;bachelor;25BA;Christelijke Hogeschool Ede;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);34116;B Social Work;duaal onderwijs;vrouw;28;26;14;6;5
Gelderland;0228;Ede;reguliere inst.;bachelor;25BA;Christelijke Hogeschool Ede;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);34116;B Social Work;voltijd onderwijs;man;186;160;155;134;129
Gelderland;0228;Ede;reguliere inst.;bachelor;25BA;Christelijke Hogeschool Ede;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);34116;B Social Work;voltijd onderwijs;vrouw;780;736;666;607;596
Gelderland;0228;Ede;reguliere inst.;bachelor;25BA;Christelijke Hogeschool Ede;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);35146;B Theologie;deeltijd onderwijs;man;118;96;94;82;75
Gelderland;0228;Ede;reguliere inst.;bachelor;25BA;Christelijke Hogeschool Ede;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);35146;B Theologie;deeltijd onderwijs;vrouw;70;71;72;70;81
Gelderland;0228;Ede;reguliere inst.;bachelor;25BA;Christelijke Hogeschool Ede;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);35146;B Theologie;voltijd onderwijs;man;78;89;86;72;76
Gelderland;0228;Ede;reguliere inst.;bachelor;25BA;Christelijke Hogeschool Ede;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);35146;B Theologie;voltijd onderwijs;vrouw;65;71;59;53;42
Gelderland;0228;Ede;reguliere inst.;bachelor;25BA;Christelijke Hogeschool Ede;gezondheidszorg;n.v.t. (gezondheidszorg);34560;B Opleiding tot Verpleegkundige;deeltijd onderwijs;man;20;13;14;16;11
Gelderland;0228;Ede;reguliere inst.;bachelor;25BA;Christelijke Hogeschool Ede;gezondheidszorg;n.v.t. (gezondheidszorg);34560;B Opleiding tot Verpleegkundige;deeltijd onderwijs;vrouw;76;81;81;85;81
Gelderland;0228;Ede;reguliere inst.;bachelor;25BA;Christelijke Hogeschool Ede;gezondheidszorg;n.v.t. (gezondheidszorg);34560;B Opleiding tot Verpleegkundige;duaal onderwijs;man;23;23;22;18;25
Gelderland;0228;Ede;reguliere inst.;bachelor;25BA;Christelijke Hogeschool Ede;gezondheidszorg;n.v.t. (gezondheidszorg);34560;B Opleiding tot Verpleegkundige;duaal onderwijs;vrouw;161;162;175;185;217
Gelderland;0228;Ede;reguliere inst.;bachelor;25BA;Christelijke Hogeschool Ede;gezondheidszorg;n.v.t. (gezondheidszorg);34560;B Opleiding tot Verpleegkundige;voltijd onderwijs;man;60;63;70;76;77
Gelderland;0228;Ede;reguliere inst.;bachelor;25BA;Christelijke Hogeschool Ede;gezondheidszorg;n.v.t. (gezondheidszorg);34560;B Opleiding tot Verpleegkundige;voltijd onderwijs;vrouw;475;517;521;557;565
Gelderland;0228;Ede;reguliere inst.;bachelor;25BA;Christelijke Hogeschool Ede;onderwijs;leraar basisonderwijs;34808;B Opleiding tot leraar Basisonderwijs;deeltijd onderwijs;man;16;22;26;31;46
Gelderland;0228;Ede;reguliere inst.;bachelor;25BA;Christelijke Hogeschool Ede;onderwijs;leraar basisonderwijs;34808;B Opleiding tot leraar Basisonderwijs;deeltijd onderwijs;vrouw;38;42;41;50;95
Gelderland;0228;Ede;reguliere inst.;bachelor;25BA;Christelijke Hogeschool Ede;onderwijs;leraar basisonderwijs;34808;B Opleiding tot leraar Basisonderwijs;duaal onderwijs;man;9;12;10;11;16
Gelderland;0228;Ede;reguliere inst.;bachelor;25BA;Christelijke Hogeschool Ede;onderwijs;leraar basisonderwijs;34808;B Opleiding tot leraar Basisonderwijs;duaal onderwijs;vrouw;17;20;33;39;48
Gelderland;0228;Ede;reguliere inst.;bachelor;25BA;Christelijke Hogeschool Ede;onderwijs;leraar basisonderwijs;34808;B Opleiding tot leraar Basisonderwijs;voltijd onderwijs;man;112;114;101;103;85
Gelderland;0228;Ede;reguliere inst.;bachelor;25BA;Christelijke Hogeschool Ede;onderwijs;leraar basisonderwijs;34808;B Opleiding tot leraar Basisonderwijs;voltijd onderwijs;vrouw;405;362;291;275;270
Gelderland;0228;Ede;reguliere inst.;bachelor;25BA;Christelijke Hogeschool Ede;onderwijs;n.v.t. (onderwijs);35441;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Godsdienst;deeltijd onderwijs;man;18;14;10;8;12
Gelderland;0228;Ede;reguliere inst.;bachelor;25BA;Christelijke Hogeschool Ede;onderwijs;n.v.t. (onderwijs);35441;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Godsdienst;deeltijd onderwijs;vrouw;14;12;12;12;9
Gelderland;0228;Ede;reguliere inst.;bachelor;25BA;Christelijke Hogeschool Ede;onderwijs;n.v.t. (onderwijs);35441;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Godsdienst;voltijd onderwijs;man;28;20;20;21;17
Gelderland;0228;Ede;reguliere inst.;bachelor;25BA;Christelijke Hogeschool Ede;onderwijs;n.v.t. (onderwijs);35441;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Godsdienst;voltijd onderwijs;vrouw;26;23;21;25;19
Gelderland;0228;Ede;reguliere inst.;bachelor;25BA;Christelijke Hogeschool Ede;techniek;n.v.t. (techniek);30020;B HBO-ICT;voltijd onderwijs;man;0;0;0;45;83
Gelderland;0228;Ede;reguliere inst.;bachelor;25BA;Christelijke Hogeschool Ede;techniek;n.v.t. (techniek);30020;B HBO-ICT;voltijd onderwijs;vrouw;0;0;0;1;5
Gelderland;0228;Ede;reguliere inst.;master;25BA;Christelijke Hogeschool Ede;gezondheidszorg;n.v.t. (gezondheidszorg);49294;M Speltherapie;deeltijd onderwijs;man;0;0;0;1;4
Gelderland;0228;Ede;reguliere inst.;master;25BA;Christelijke Hogeschool Ede;gezondheidszorg;n.v.t. (gezondheidszorg);49294;M Speltherapie;deeltijd onderwijs;vrouw;0;0;0;37;108
Gelderland;0228;Ede;reguliere inst.;master;25BA;Christelijke Hogeschool Ede;onderwijs;opleidingen tot leraar vo van de 1ste graad in alg. vakken;45274;M Leraar Godsdienst;deeltijd onderwijs;man;17;18;19;16;17
Gelderland;0228;Ede;reguliere inst.;master;25BA;Christelijke Hogeschool Ede;onderwijs;opleidingen tot leraar vo van de 1ste graad in alg. vakken;45274;M Leraar Godsdienst;deeltijd onderwijs;vrouw;2;4;3;4;5
Gelderland;0268;Nijmegen;reguliere inst.;associate degree;25KB;Hogeschool van Arnhem en Nijmegen;economie;n.v.t. (economie);80149;Ad Logistics Management;deeltijd onderwijs;man;0;0;0;2;0
Gelderland;0268;Nijmegen;reguliere inst.;associate degree;25KB;Hogeschool van Arnhem en Nijmegen;economie;n.v.t. (economie);80149;Ad Logistics Management;duaal onderwijs;man;0;0;0;6;0
Gelderland;0268;Nijmegen;reguliere inst.;associate degree;25KB;Hogeschool van Arnhem en Nijmegen;economie;n.v.t. (economie);80149;Ad Logistics Management;duaal onderwijs;vrouw;0;0;0;1;0
Gelderland;0268;Nijmegen;reguliere inst.;associate degree;25KB;Hogeschool van Arnhem en Nijmegen;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);80140;Ad Sociaal Werk;deeltijd onderwijs;man;0;0;0;26;49
Gelderland;0268;Nijmegen;reguliere inst.;associate degree;25KB;Hogeschool van Arnhem en Nijmegen;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);80140;Ad Sociaal Werk;deeltijd onderwijs;vrouw;0;0;0;37;97
Gelderland;0268;Nijmegen;reguliere inst.;associate degree;25KB;Hogeschool van Arnhem en Nijmegen;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);80140;Ad Sociaal Werk;duaal onderwijs;man;0;0;0;0;3
Gelderland;0268;Nijmegen;reguliere inst.;associate degree;25KB;Hogeschool van Arnhem en Nijmegen;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);80140;Ad Sociaal Werk;duaal onderwijs;vrouw;0;0;0;0;3
Gelderland;0268;Nijmegen;reguliere inst.;associate degree;25KB;Hogeschool van Arnhem en Nijmegen;gezondheidszorg;n.v.t. (gezondheidszorg);80011;Ad Management in de Zorg;deeltijd onderwijs;man;5;5;4;9;14
Gelderland;0268;Nijmegen;reguliere inst.;associate degree;25KB;Hogeschool van Arnhem en Nijmegen;gezondheidszorg;n.v.t. (gezondheidszorg);80011;Ad Management in de Zorg;deeltijd onderwijs;vrouw;15;17;11;19;23
Gelderland;0268;Nijmegen;reguliere inst.;associate degree;25KB;Hogeschool van Arnhem en Nijmegen;gezondheidszorg;n.v.t. (gezondheidszorg);80011;Ad Management in de Zorg;duaal onderwijs;man;1;1;0;0;0
Gelderland;0268;Nijmegen;reguliere inst.;associate degree;25KB;Hogeschool van Arnhem en Nijmegen;gezondheidszorg;n.v.t. (gezondheidszorg);80011;Ad Management in de Zorg;duaal onderwijs;vrouw;1;0;1;0;2
Gelderland;0268;Nijmegen;reguliere inst.;associate degree;25KB;Hogeschool van Arnhem en Nijmegen;onderwijs;n.v.t. (onderwijs);80045;Ad Onderwijsondersteuner Gezondheidszorg en Welzijn;deeltijd onderwijs;man;2;3;3;4;4
Gelderland;0268;Nijmegen;reguliere inst.;associate degree;25KB;Hogeschool van Arnhem en Nijmegen;onderwijs;n.v.t. (onderwijs);80045;Ad Onderwijsondersteuner Gezondheidszorg en Welzijn;deeltijd onderwijs;vrouw;15;21;26;16;21
Gelderland;0268;Nijmegen;reguliere inst.;bachelor;25KB;Hogeschool van Arnhem en Nijmegen;economie;n.v.t. (economie);34035;B Bedrijfskunde;deeltijd onderwijs;man;0;0;0;6;1
Gelderland;0268;Nijmegen;reguliere inst.;bachelor;25KB;Hogeschool van Arnhem en Nijmegen;economie;n.v.t. (economie);34035;B Bedrijfskunde;deeltijd onderwijs;vrouw;0;0;0;1;0
Gelderland;0268;Nijmegen;reguliere inst.;bachelor;25KB;Hogeschool van Arnhem en Nijmegen;economie;n.v.t. (economie);34035;B Bedrijfskunde;duaal onderwijs;man;0;0;0;1;0
Gelderland;0268;Nijmegen;reguliere inst.;bachelor;25KB;Hogeschool van Arnhem en Nijmegen;economie;n.v.t. (economie);34035;B Bedrijfskunde;duaal onderwijs;vrouw;0;0;0;3;0
Gelderland;0268;Nijmegen;reguliere inst.;bachelor;25KB;Hogeschool van Arnhem en Nijmegen;economie;n.v.t. (economie);34035;B Bedrijfskunde;voltijd onderwijs;man;357;371;408;461;452
Gelderland;0268;Nijmegen;reguliere inst.;bachelor;25KB;Hogeschool van Arnhem en Nijmegen;economie;n.v.t. (economie);34035;B Bedrijfskunde;voltijd onderwijs;vrouw;148;151;166;200;216
Gelderland;0268;Nijmegen;reguliere inst.;bachelor;25KB;Hogeschool van Arnhem en Nijmegen;economie;n.v.t. (economie);34402;B Commerciele Economie;voltijd onderwijs;man;474;499;522;551;552
Gelderland;0268;Nijmegen;reguliere inst.;bachelor;25KB;Hogeschool van Arnhem en Nijmegen;economie;n.v.t. (economie);34402;B Commerciele Economie;voltijd onderwijs;vrouw;145;156;179;169;199
Gelderland;0268;Nijmegen;reguliere inst.;bachelor;25KB;Hogeschool van Arnhem en Nijmegen;economie;n.v.t. (economie);34405;B Communicatie;voltijd onderwijs;man;100;111;150;163;185
Gelderland;0268;Nijmegen;reguliere inst.;bachelor;25KB;Hogeschool van Arnhem en Nijmegen;economie;n.v.t. (economie);34405;B Communicatie;voltijd onderwijs;vrouw;349;352;427;426;458
Gelderland;0268;Nijmegen;reguliere inst.;bachelor;25KB;Hogeschool van Arnhem en Nijmegen;economie;n.v.t. (economie);34406;B Accountancy;voltijd onderwijs;man;167;176;160;184;205
Gelderland;0268;Nijmegen;reguliere inst.;bachelor;25KB;Hogeschool van Arnhem en Nijmegen;economie;n.v.t. (economie);34406;B Accountancy;voltijd onderwijs;vrouw;64;66;70;76;74
Gelderland;0268;Nijmegen;reguliere inst.;bachelor;25KB;Hogeschool van Arnhem en Nijmegen;economie;n.v.t. (economie);34432;B Food and Business;voltijd onderwijs;man;188;221;243;263;239
Gelderland;0268;Nijmegen;reguliere inst.;bachelor;25KB;Hogeschool van Arnhem en Nijmegen;economie;n.v.t. (economie);34432;B Food and Business;voltijd onderwijs;vrouw;253;381;431;451;432
Gelderland;0268;Nijmegen;reguliere inst.;bachelor;25KB;Hogeschool van Arnhem en Nijmegen;economie;n.v.t. (economie);34500;B Facility Management;deeltijd onderwijs;man;2;2;1;0;0
Gelderland;0268;Nijmegen;reguliere inst.;bachelor;25KB;Hogeschool van Arnhem en Nijmegen;economie;n.v.t. (economie);34500;B Facility Management;deeltijd onderwijs;vrouw;3;0;0;0;0
Gelderland;0268;Nijmegen;reguliere inst.;bachelor;25KB;Hogeschool van Arnhem en Nijmegen;economie;n.v.t. (economie);34500;B Facility Management;duaal onderwijs;man;3;3;0;0;0
Gelderland;0268;Nijmegen;reguliere inst.;bachelor;25KB;Hogeschool van Arnhem en Nijmegen;economie;n.v.t. (economie);34500;B Facility Management;duaal onderwijs;vrouw;1;0;0;0;0
Gelderland;0268;Nijmegen;reguliere inst.;bachelor;25KB;Hogeschool van Arnhem en Nijmegen;economie;n.v.t. (economie);34500;B Facility Management;voltijd onderwijs;man;253;265;268;260;248
Gelderland;0268;Nijmegen;reguliere inst.;bachelor;25KB;Hogeschool van Arnhem en Nijmegen;economie;n.v.t. (economie);34500;B Facility Management;voltijd onderwijs;vrouw;418;435;456;422;399
Gelderland;0268;Nijmegen;reguliere inst.;bachelor;25KB;Hogeschool van Arnhem en Nijmegen;economie;n.v.t. (economie);34609;B Human Resource Management;deeltijd onderwijs;man;7;6;1;0;0
Gelderland;0268;Nijmegen;reguliere inst.;bachelor;25KB;Hogeschool van Arnhem en Nijmegen;economie;n.v.t. (economie);34609;B Human Resource Management;deeltijd onderwijs;vrouw;11;6;2;0;0
Gelderland;0268;Nijmegen;reguliere inst.;bachelor;25KB;Hogeschool van Arnhem en Nijmegen;economie;n.v.t. (economie);34609;B Human Resource Management;voltijd onderwijs;man;208;221;200;213;198
Gelderland;0268;Nijmegen;reguliere inst.;bachelor;25KB;Hogeschool van Arnhem en Nijmegen;economie;n.v.t. (economie);34609;B Human Resource Management;voltijd onderwijs;vrouw;294;309;299;294;318
Gelderland;0268;Nijmegen;reguliere inst.;bachelor;25KB;Hogeschool van Arnhem en Nijmegen;economie;n.v.t. (economie);35520;B Finance & Control;voltijd onderwijs;man;371;338;319;290;250
Gelderland;0268;Nijmegen;reguliere inst.;bachelor;25KB;Hogeschool van Arnhem en Nijmegen;economie;n.v.t. (economie);35520;B Finance & Control;voltijd onderwijs;vrouw;99;102;90;77;71
Gelderland;0268;Nijmegen;reguliere inst.;bachelor;25KB;Hogeschool van Arnhem en Nijmegen;economie;n.v.t. (economie);35522;B Logistics Management;deeltijd onderwijs;man;0;0;0;4;0
Gelderland;0268;Nijmegen;reguliere inst.;bachelor;25KB;Hogeschool van Arnhem en Nijmegen;economie;n.v.t. (economie);35522;B Logistics Management;deeltijd onderwijs;vrouw;0;0;0;1;0
Gelderland;0268;Nijmegen;reguliere inst.;bachelor;25KB;Hogeschool van Arnhem en Nijmegen;economie;n.v.t. (economie);35522;B Logistics Management;duaal onderwijs;man;0;0;0;2;0
Gelderland;0268;Nijmegen;reguliere inst.;bachelor;25KB;Hogeschool van Arnhem en Nijmegen;economie;n.v.t. (economie);35522;B Logistics Management;duaal onderwijs;vrouw;0;0;0;1;0
Gelderland;0268;Nijmegen;reguliere inst.;bachelor;25KB;Hogeschool van Arnhem en Nijmegen;economie;n.v.t. (economie);35522;B Logistics Management;voltijd onderwijs;man;193;229;257;249;227
Gelderland;0268;Nijmegen;reguliere inst.;bachelor;25KB;Hogeschool van Arnhem en Nijmegen;economie;n.v.t. (economie);35522;B Logistics Management;voltijd onderwijs;vrouw;42;45;51;42;36
Gelderland;0268;Nijmegen;reguliere inst.;bachelor;25KB;Hogeschool van Arnhem en Nijmegen;economie;n.v.t. (economie);35523;B Ondernemerschap & Retail Management;voltijd onderwijs;man;0;0;0;531;598
Gelderland;0268;Nijmegen;reguliere inst.;bachelor;25KB;Hogeschool van Arnhem en Nijmegen;economie;n.v.t. (economie);35523;B Ondernemerschap & Retail Management;voltijd onderwijs;vrouw;0;0;0;133;151
Gelderland;0268;Nijmegen;reguliere inst.;bachelor;25KB;Hogeschool van Arnhem en Nijmegen;economie;n.v.t. (economie);39205;B HBO - Rechten;deeltijd onderwijs;man;0;0;2;0;2
Gelderland;0268;Nijmegen;reguliere inst.;bachelor;25KB;Hogeschool van Arnhem en Nijmegen;economie;n.v.t. (economie);39205;B HBO - Rechten;deeltijd onderwijs;vrouw;0;0;6;2;14
Gelderland;0268;Nijmegen;reguliere inst.;bachelor;25KB;Hogeschool van Arnhem en Nijmegen;economie;n.v.t. (economie);39205;B HBO - Rechten;duaal onderwijs;man;0;0;1;0;1
Gelderland;0268;Nijmegen;reguliere inst.;bachelor;25KB;Hogeschool van Arnhem en Nijmegen;economie;n.v.t. (economie);39205;B HBO - Rechten;duaal onderwijs;vrouw;0;0;1;0;1
Gelderland;0268;Nijmegen;reguliere inst.;bachelor;25KB;Hogeschool van Arnhem en Nijmegen;economie;n.v.t. (economie);39205;B HBO - Rechten;voltijd onderwijs;man;237;219;226;218;217
Gelderland;0268;Nijmegen;reguliere inst.;bachelor;25KB;Hogeschool van Arnhem en Nijmegen;economie;n.v.t. (economie);39205;B HBO - Rechten;voltijd onderwijs;vrouw;445;455;446;477;517
Gelderland;0268;Nijmegen;reguliere inst.;bachelor;25KB;Hogeschool van Arnhem en Nijmegen;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);34040;B Sportkunde;deeltijd onderwijs;man;0;0;0;6;19
Gelderland;0268;Nijmegen;reguliere inst.;bachelor;25KB;Hogeschool van Arnhem en Nijmegen;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);34040;B Sportkunde;deeltijd onderwijs;vrouw;0;0;0;1;9
Gelderland;0268;Nijmegen;reguliere inst.;bachelor;25KB;Hogeschool van Arnhem en Nijmegen;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);34040;B Sportkunde;voltijd onderwijs;man;782;766;853;834;801
Gelderland;0268;Nijmegen;reguliere inst.;bachelor;25KB;Hogeschool van Arnhem en Nijmegen;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);34040;B Sportkunde;voltijd onderwijs;vrouw;402;416;420;411;390
Gelderland;0268;Nijmegen;reguliere inst.;bachelor;25KB;Hogeschool van Arnhem en Nijmegen;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);34116;B Social Work;deeltijd onderwijs;man;225;191;146;127;99
Gelderland;0268;Nijmegen;reguliere inst.;bachelor;25KB;Hogeschool van Arnhem en Nijmegen;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);34116;B Social Work;deeltijd onderwijs;vrouw;517;342;274;279;237
Gelderland;0268;Nijmegen;reguliere inst.;bachelor;25KB;Hogeschool van Arnhem en Nijmegen;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);34116;B Social Work;duaal onderwijs;man;35;42;32;47;54
Gelderland;0268;Nijmegen;reguliere inst.;bachelor;25KB;Hogeschool van Arnhem en Nijmegen;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);34116;B Social Work;duaal onderwijs;vrouw;59;57;61;66;73
Gelderland;0268;Nijmegen;reguliere inst.;bachelor;25KB;Hogeschool van Arnhem en Nijmegen;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);34116;B Social Work;voltijd onderwijs;man;631;602;580;573;602
Gelderland;0268;Nijmegen;reguliere inst.;bachelor;25KB;Hogeschool van Arnhem en Nijmegen;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);34116;B Social Work;voltijd onderwijs;vrouw;1961;1932;1764;1727;1586
Gelderland;0268;Nijmegen;reguliere inst.;bachelor;25KB;Hogeschool van Arnhem en Nijmegen;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);34507;B Toegepaste Psychologie;voltijd onderwijs;man;134;143;139;165;160
Gelderland;0268;Nijmegen;reguliere inst.;bachelor;25KB;Hogeschool van Arnhem en Nijmegen;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);34507;B Toegepaste Psychologie;voltijd onderwijs;vrouw;341;339;326;326;353
Gelderland;0268;Nijmegen;reguliere inst.;bachelor;25KB;Hogeschool van Arnhem en Nijmegen;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);34644;B Vaktherapie;deeltijd onderwijs;vrouw;15;6;3;2;0
Gelderland;0268;Nijmegen;reguliere inst.;bachelor;25KB;Hogeschool van Arnhem en Nijmegen;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);34644;B Vaktherapie;voltijd onderwijs;man;103;115;133;132;137
Gelderland;0268;Nijmegen;reguliere inst.;bachelor;25KB;Hogeschool van Arnhem en Nijmegen;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);34644;B Vaktherapie;voltijd onderwijs;vrouw;429;411;421;425;434
Gelderland;0268;Nijmegen;reguliere inst.;bachelor;25KB;Hogeschool van Arnhem en Nijmegen;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);35158;B Pedagogiek;deeltijd onderwijs;man;15;15;17;2;1
Gelderland;0268;Nijmegen;reguliere inst.;bachelor;25KB;Hogeschool van Arnhem en Nijmegen;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);35158;B Pedagogiek;deeltijd onderwijs;vrouw;69;58;45;16;7
Gelderland;0268;Nijmegen;reguliere inst.;bachelor;25KB;Hogeschool van Arnhem en Nijmegen;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);35158;B Pedagogiek;voltijd onderwijs;man;56;57;59;57;49
Gelderland;0268;Nijmegen;reguliere inst.;bachelor;25KB;Hogeschool van Arnhem en Nijmegen;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);35158;B Pedagogiek;voltijd onderwijs;vrouw;1050;990;905;841;858
